id,field,year,difficulty,question,choice1,choice2,choice3,choice4,answer,explanation,source_url
S63QA_Q19,法令上の制限,S63,2,"市街化調整区域に関する次の記述のうち, 都市計画法の規定によれば, 誤 っているものはどれか。","都道府県知事は, 市街化調整区域における開発行為について開発許可をする 場合において必要があると認めるときは, 当該開発区域内の土地について, 建 築物の敷地, 構造及び設備に関する制限を定めることができる。","市街化調整区域のうち, 開発許可を受けた開発区域以外の区域内においては, 原則として, 都道府県知事の許可を受けなければ, 建築物を新築し, 又は改築 してはならない。","都道府県知事は, 開発区域の周辺における市街化を促進するおそれがないと 認められ, かつ, 市街化区域内において行うことが困難又は著しく不適当と認 められる開発行為の開発許可をしようとするときは, あらかじめ開発審査会の 議を経なければならない。","市街化調整区域内で行う開発行為については, 農業, 林業又は漁業を営む者 の居住の用に供する建築物の建築を目的とするものも, 都道府県知事の開発許 可を受けなければならない。",1,正解は2。市街化調整区域では開発許可を受けた区域でも許可が必要なのは開発行為自体であり、建築行為には別途許可は不要（建築確認は必要）。1は知事が開発許可時に建築制限を課せるという正しい規定。3は市街化促進のおそれがない場合に開発審査会の議を経る必要があるという正しい内容。4は農林漁業者の居住用建築物も開発許可が必要という正しい記述。覚えるべきは「市街化調整区域で許可が必要なのは開発行為、建築行為は原則自由（ただし開発許可区域外では建築確認が必要）」,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q20,法令上の制限,S63,2,"都市計画法に規定する用途地域に関する次の記述のうち, 正しいものほど れか。","第一種住居専用地域, 第二種住居専用地域及び住居地域については, 都市施 設のうち少なくとも道路, 公園, 下水道及び義務教育施設を定める。 ･","第二種住居専用地域は, 低層住宅に係る良好な住居の環境を保護するため定 める地域である。","工業専用地域は, 主として工業の利便を増進するため定める地域である。","市街化区域については, 少なくとも用途地域を定めるものとされているが, 市街化調整区域では, 用途地域を定めることはできない。",2,1は誤りで、道路・公園・下水道のみが必須（義務教育施設は不要）。2は第一種低層住居専用地域の説明（第二種は中高層住宅も可）。4は市街化調整区域でも用途地域を定められる場合がある。3が正しく、工業専用地域は工業の利便増進が目的。覚えるべきは「工業専用地域＝工業の利便増進が主目的」。,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q21,法令上の制限,S63,2,"建築物の用途制限に関する次の記述のうち, 建築基準法の規定によれば, 正しいものはどれか。ただし, 特定行政庁の許可については, 考慮しないものとす る。","キャバレーは, 商業地域と近隣商業地域内において建築できる。","ぱちんこ屋の建築が禁止されている用途地域においては, すべてスケート場 の建築も禁止されている。","第二種住居専用地域内で,床面積の合計が50 證を超えるレストランを含む建 築物を建築しようとする場合には, レストランの部分を3 階以上にしなければ ならない。","すべての用途地域内において建築できる建築物としては, 公衆浴場, 教会, 図書館などがある。",2,正解は3です。第二種住居専用地域では、床面積が50㎡を超えるレストランを含む建築物を建てる場合、レストランの部分を3階以上にする必要があります。これは、住環境の静穏を保つための規制です。1は誤りで、キャバレーは商業地域のみで建築可能です。2も誤りで、ぱちんこ屋が禁止されている地域でも、スケート場は禁止されていません。4は誤りで、公衆浴場や教会、図書館はすべての用途地域で建築可能ですが、「すべて」という表現が不正確です。覚えるべき一言：「第二種住居専用地域では、50㎡超のレストランは3階以上に！」,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q22,法令上の制限,S63,2,"都市計画区域内における建築基準法の確認(以下この間において｢確認｣ という。) に関する次の記述のうち, 正しいものはどれか。","高さが12 m で階数が3 である木造の建築物について,大規模の修繕をする場 合には, 確認を受ける必要はない。","準防火地域内の階数が3 である木造の建築物について, 増築をする場合には, 増築に係る床面積が8 肝であれば, 確認を受ける必要はない。","延べ面積が150 旙で階数が1 である鉄筋コンクリート造の建築物について, 一 大規模の模様替をする場合には, 確認を受ける必要はない。","延べ面積が100 府で階数が2 である鉄筋コンクリート造の建築物について, 改築をする場合には, 確認を受ける必要はない。 〔間 23〕 次の図のような住居地域と商業地域にまたがる敷地に建築物を建築する場 合, 当該建築物の延べ面積の敷地面積に対する割合(以下この間において｢容積率｣ という。)の最高限度の数値の計算に関する次の記述のうち, 建築基準法の規定によ れば, 正しいものはどれか。 都市計画により定められた容積率 商業地域 一 住居地域 型 、 商業地域 loom 2 住居地域 前面道路の道路幅による容積率算 出のための法定の乗数 商業地域 一 4r l 住居地域 爺 前面道路の幅員最大のものに, 住居地域に係る法定の乗数を乗じた 6×爺 である。 都市計画により定められた容積率を, それぞれの用途地域に属している敷地 の部分の面積で按分した 爺x嵩 十鷁x擶 でぁる。 都市計画により定められた容積率と前面道路の幅員により求められた容積率 とのうち厳しいものを, それぞれの用途地域に属している敷地の面積で按分し た 粥x嵩 十髀x麦艶 でぁる。 建築物が商業地域内の敷地の部分に建築されるか, 住居地域内の敷地の部分 に建築されるかにより異なるので, 一概には決まらない。",3,正解は4。改築は新築と同様に確認が必要だが、延べ面積100㎡未満かつ階数2以下のRC造は確認不要（法6条1項二号）。1は大規模修繕で確認必要（床面積の1/2超）、2は準防火地域内の増築で確認必要（10㎡未満でも）、3は大規模模様替で確認必要（床面積の1/2超かつ100㎡超）。覚えるべきは「RC造100㎡未満2階以下は確認不要」。,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q24,税・その他,S63,2,"建築物の各部分の高さに関する次の記述のうち, 建築基準法の規定によれ ば, 正しいものはどれか。","第一種住居専用地域内においては, 建築物の高さはすべて1o m 又は12 m 以 内に制限されているため, 当該地域内の建築物については, ※ 1道路斜線制限の 適用はない。","第二種住居専用地域内において, 条例により日影による中高層の建築物の高 さの制限が行われている区域内の建築物については, ※ 2隣地斜線制限の適用は ずばし、。","住居地域内の建築物についても, ※ 3北側斜線制限の適用がある。","特定街区内の建築物については, 道路斜線制限, 隣地斜線制限及び北側斜線 制限はすべて適用されない。 ※ 1 道路斜線制限とは, 建築基準法第56条第1 項第1 号の制限をいう。 ※ 2 隣地斜線制限とは, 同条同項第2 号の制限をいう。 ※ 3 北側斜線制限とは, 同条同項第3 号の制限をいう。",1,正解は2。日影規制が条例で定められている区域では隣地斜線制限が適用除外となる（建築基準法56条2項）。1は誤りで、第一種住居専用地域でも道路斜線制限は適用される。3は住居地域に北側斜線制限はなく、第一種・第二種低層住居専用地域等で適用される。4は特定街区でも道路斜線制限は適用される。覚えるべきは「日影規制区域では隣地斜線が除外」！,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q25,税・その他,S63,2,"土地区画整理事業の施行地区内では, その施行の障害となるおそれがある 一定の行為について, 土地区画整理法により制限が定められている。この制限に関 し, 建設大臣が施行する土地区画整理事業以外のものについての次の記述のうち, 正しいものはどれか。","建築物の新築又は増築については, 都道府県知事の許可が必要であるが, 建 築物の改築については, 都道府県知事の許可は必要でない。","仮換地指定の効力発生の日以後においても, 仮換地上で行う建築行為につい ては, 都道府県知事の許可が必要である。","階数が2 以下で, かつ, 地階を有しない木造住宅の建築については, 都道府 県知事の許可は必要でない。","建築物の建築を行わない宅地の造成については, 都道府県知事への届出が必 要である。",0,土地区画整理事業の施行地区内では、建築物の新築や増築には都道府県知事の許可が必要ですが、改築には許可は不要です。これは土地区画整理法で明確に定められています。選択肢2は仮換地指定後も許可が必要と誤っていますが、実際には許可は不要です。選択肢3は木造住宅の許可不要としていますが、新築や増築には許可が必要です。選択肢4は宅地造成に届出が必要としていますが、実際には許可が必要です。覚えるべき一言は「新築・増築は許可、改築は不要」です。,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q26,宅建業法,S63,2,"宅地造成等規制法に関する次の記述のうち, 誤っているものはどれか。な お, この間における都道府県知事とは, 指定都市にあっては指定都市の長をいうも のとする。","宅地造成工事規制区域内において行われる宅地造成に関する工事については, 当該宅地の所有者, 管理者又は占有者は, 当該工事に着手する前に, 都道府県 知事の許可を受けなければならない。","宅地造成工事規制区域内の宅地の所有者, 管理者又は占有者は, 宅地造成に 伴う災害が生じないよう, その宅地を常時安全な状態に維持するように努めな ければならない。 ＼","宅地造成工事規制区域の指定の際, 当該区域内において行われている宅地造 成に関する工事については, 造成主は, その指定の日から21 日以内に, 当該工 事について都道府県知事に届け出なければならない。","宅地造成工事規制区域内において, 宅地以外の土地を宅地に転用した者は, 宅地造成に関する工事の許可を受けなければならない場合を除き, その転用し た日から14 日以内に, その旨を都道府県知事に届け出なければならない。",3,誤っているのは4。宅地以外の土地を宅地に転用した場合、届出期間は「14日以内」ではなく「30日以内」が正しい。1は許可が必要な主体として「所有者等」が正しい記述。2は努力義務の規定で正しい。3は指定後の届出期間「21日以内」も正しい。覚えるべきは「転用届出は30日以内」という点。,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q27,宅建業法,S63,2,"農地法に関する次の記述のうち, 誤っているものはどれか。","土地登記簿の地目が山林で, 現況が農地である土地は, 農地法第3 条の権利 移動制限の対象となる。","農地又は採草放牧地について, 地上権, 永小作権, 質権, 使用貸借による権 利又は賃借権を設定する場合にも, 原則として農地法第3 条の許可が必要であ る。","土地収用法に基づいて農地又は採草放牧地の権利が収用される場合には, 農 地法第3 条の許可を要しない。","農家が市街化区域(都市計画法第7 条第1項の市街化区域と定められた区域 で, 農林水産大臣との協議が整ったものをいう。)外にある自己所有の畑を転用 して自己の住宅を建築する場合においては, 農地法第4 条の許可を受ける必要 はないo",1,農地法第3条の許可が必要なのは、農地の所有権移転や賃借権設定の場合であり、地上権や質権などの設定には許可は不要です。選択肢1は、現況が農地であれば地目に関わらず適用されるため正しい。選択肢3は、土地収用法による収用は農地法の許可を不要とするため正しい。選択肢4は、市街化区域外での自己所有地の転用は農地法第4条の許可が不要なため正しい。覚えるべき一言：「農地法第3条の許可は所有権移転と賃借権設定に限る。」,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q28,宅建業法,S63,2,"宅地及び建物の需給についての基本的な統計に関する次の記述のうち, 誤 っているものはどれか。","昭和63 年4 月に公表された地価公示(国土庁)によれば,住宅地の地価上昇率 (対前年比)は, 東京圏で約69 パーセントとなっているなど, 大阪圏, 名古屋圏 などの大都市圏では, 高い上昇率となっている。","建築着工統計(建設省)によれば,昭和62 年度の新設住宅着工戸数は約155 万 戸と, 前年度に比べ約40 万戸の減少となった。これは, 借家系住宅着工戸数が 増加しているものの, 地価の高騰に伴い大都市圏での持家系住宅着工戸数が大 幅に減少したことによるものである。","昭和58 年住宅統計調査(総務庁)によれば, 最低居住水準未満の住宅の割合 は, 全国の住宅の約11 パーセントを占めている。この内訳をみると, 持家にお ける最低居住水準未満の住宅の割合が約5 パーセントであるのに対し, 借家に おけるその割合は約23 パーセントと高い比率になっている。","住宅着工統計(建設省)によれば, 新設住宅1 戸当たり平均床面積は, 昭和55 年度の約94 肝をピークに年々低下傾向にあり, 62 年度は約79 旙となってい る。これは, 持家や分譲住宅に比べ1 戸当たり平均床面積が小さい貸家の着工 戸数が増加したためである。 〔間 29〕 昭和63 年中に土地を譲渡した場合の譲渡所得の課税に関する次の記述の うち, 正しいものはどれか。 その年1 月1 日における所有期間が7 年6 カ月の土地を譲渡した場合の譲渡 所得は, 短期譲渡所得となる。 その譲渡の相手方が国や市町村である場合には, その年1 月1 日における所 有期間が何年であるかを問わず, その譲渡所得は, 長期譲渡所得に該当する。 その譲渡が土地収用法の収用事業の認定を受けた公共事業のために行われた ものである場合には, 無条件で3 ,000 万円の特別控除が適用される。 その譲渡をした土地が昭和25 年から所有していたものである場合には,譲渡 所得金額の計算上収入金額から控除する取得費は, その譲渡による収入金額の T泳げに相当する金額によることができるo",3,正解は4。住宅着工統計では、新設住宅1戸当たり平均床面積は昭和55年度をピークに低下傾向にあるが、これは貸家の着工戸数増加によるものとされている。しかし、実際にはバブル期には床面積は増加傾向にあり、この記述は事実と異なる。1はバブル期の地価上昇率として正しい。2は借家系増加と持家系減少の説明として適切。3は住宅統計調査の内容として正しい。覚えるべきは「バブル期は床面積増加傾向」である。,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q30,宅建業法,S63,2,"登録免許税に関する次の記述のうち, 誤っているものはどれか。","登録免許税の納税義務者は, 登記等を受ける者であり, 当該登記等を受ける 者が2 人以上あるときは, これらの者は連帯して納付する義務を負う。","土地の所有権の移転登記を受ける場合の登録免許税の納税地は, 納税義務者 の住所地である。","土地の所有権の移転登記に係る登録免許税の最低税額は, 1,000 円である。","土地の所有権の移転登記に係る登録免許税の納期限は, 登記を受ける時であ る。",1,"登録免許税の納税地は、原則として登記を受ける土地の所在地です。したがって、選択肢2は誤りです。選択肢1は、納税義務者が複数いる場合の連帯納付義務について正しい記述です。選択肢3は、登録免許税の最低税額が1,000円であることを示しており、正しいです。選択肢4は、納期限が登記を受ける時であることを正しく述べています。覚えるべき一言：「納税地は土地の所在地」。",https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q31,宅建業法,S63,2,"地方税に関する次の記述のうち, 誤っているものはどれか。","固定資産税の標凖税率くま, 崗でぁる。","住宅用地のうち小規模住宅用地に該当するものに係る固定資産税の課税標準 は,当該J･規模住宅用地こ係る固定資産税の課税標準となるべき価格の★の額 となる。","宅地建物取引業者が建売住宅を新築した場合, 当該業者に対して不動産取得 税が課税されることはない。","既存住宅のうち一定の要件を満たしているものを取得した場合には, 不動産 取得税の課税標準の特例措置が適用される。",2,正解は3です。宅地建物取引業者が建売住宅を新築した場合、業者に対して不動産取得税が課税されます。不動産取得税は不動産の取得に対して課税されるため、業者であっても課税対象です。1は固定資産税の標準税率が1.4%であることを示しており正しい。2は小規模住宅用地の課税標準が価格の1/6となる特例を説明しており正しい。4は既存住宅の取得に対する特例措置を述べており正しい。覚えるべき一言は「建売住宅の新築には不動産取得税が課税される」です。,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
S63QA_Q32,宅建業法,S63,2,"住宅金融公庫の業務に関する次の記述のうち, 誤っているものはどれか。","住宅金融公庫は, 新築住宅の購入資金の貸付けのほか, 既存住宅の購入資金 の貸付けもできる。","住宅金融公庫は, 宅地造成資金の貸付けはできないが, 土地の購入資金の貸 付けはできる。","住宅金融公庫は, 貸付金に係る住宅が貸付けの際定められた用途以外の用途 に供せられたときは, 貸付金についていつでも償還を請求することができる。","住宅金融公庫から貸付けを受けて建設した分譲住宅の譲渡を行う事業者は, 譲渡価額について一定の基準により規制を受ける。",1,住宅金融公庫は宅地造成資金の貸付けも土地購入資金の貸付けも行えません。1は正しく、新築・既存住宅ともに貸付対象です。3は用途変更時の償還請求権についての正しい記述です。4は分譲住宅の価格規制について正しい内容です。覚えるべきは「公庫は宅地造成・土地購入ともに貸付不可」です。,https://www.retio.or.jp/wp-content/uploads/2024/10/S63-q_a.pdf
